Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
1245238,-4000,86000,133,5.4072352e+08,0.22156075,320.66727,10420.84,44385.805,5100.8604,61805.949,175124.2,1815330,3.4575999e+10,0.825131,1.0372238,0.27479339,1.9617323,4.1096692,0.51600045,0.82977468,2.9237761,1431,2.3201694
1245239,-4000,88000,132,5.3440205e+08,0.21654613,311.94418,11668.097,45260.254,3101.165,63231.523,176101.8,1946970.2,4.0115999e+10,0.82280821,0.99704164,0.25335893,2.1252272,3.9255903,0.49288791,0.825001,3.0139861,1431,2.2475994
1245240,-4000,90000,131,5.2284192e+08,0.20903225,304.13376,12926.485,46300.027,1101.4695,64946.062,177289.69,2064197.5,4.3535999e+10,0.83640635,0.98799998,0.250478,1.9666456,4.1656966,0.52303505,0.83119583,2.897902,1431,2.3028104
1310768,-2000,74000,118,4.7078595e+08,0.44594634,57.27219,7176.0991,24018.613,994.33545,32437.068,115179.55,1375068.9,1.8788e+10,0.91148776,0.88952547,0.46825397,2.1798661,3.1283066,0.39278284,0.80213934,3.5272727,1431,2.4963229
1310769,-2000,76000,119,4.8127501e+08,0.40119687,43.898895,5536.9624,23885.342,2295.4795,30984.645,122778.64,1299509.2,1.6967999e+10,0.91610879,0.88638389,0.47222221,2.1799786,3.1291726,0.39289156,0.8021664,3.5265734,1431,2.4963734
1310770,-2000,78000,123,4.9804589e+08,0.33356094,20.402561,4634.7891,28269.189,3846.7212,37743.008,136978.38,1310497.1,1.7148e+10,0.9004398,0.91792721,0.48809522,2.1802683,3.1326406,0.39332703,0.80227488,3.5237763,1431,2.4967349
1310771,-2000,80000,127,5.1819549e+08,0.29588348,354.17297,4932.2837,31805.5,5401.0132,37694.113,148351.31,1382941,1.9484e+10,0.87064117,0.97672874,0.49224806,2.1880388,3.1413448,0.39441988,0.80254674,3.5167832,1431,2.4888363
1310772,-2000,82000,137,5.458905e+08,0.21229568,335.74945,6633.5156,41232.684,6955.3052,42339.324,179757.53,1689391.9,2.96e+10,0.79798198,1.0648775,0.27620968,1.9686879,4.1337113,0.51901907,0.83038628,2.9125874,1431,2.3092844
1310773,-2000,84000,136,5.4953747e+08,0.20751379,321.77283,7855.9639,41789.582,7135.4604,55737.656,182423.22,1724996.4,3.1623999e+10,0.80577344,1.0498104,0.27419356,1.9677137,4.1322002,0.51882941,0.83034796,2.9132867,1431,2.3102884
1310774,-2000,86000,137,5.4662918e+08,0.20200714,310.69324,9229.5107,42554.598,5135.7651,66764.125,184403,1853416.4,3.6108001e+10,0.79894805,1.0576204,0.26095238,1.9732616,4.1780119,0.52458137,0.83150631,2.8923078,1431,2.2953267
1310775,-2000,88000,135,5.4011072e+08,0.19550112,302.06866,10780.704,45481.273,3136.0698,68808.641,186325.23,1970120.1,4.1375998e+10,0.8103925,1.0129248,0.2591171,2.1284447,3.9296837,0.49340189,0.82510895,3.011888,1431,2.2443948
1310776,-2000,90000,129,5.1818816e+08,0.26327336,292.47018,12031.475,48931.273,1136.3744,40369.906,157269.75,1939978.8,4.0064e+10,0.86833817,0.96195543,0.51190478,2.1802199,3.1378574,0.39398202,0.8024379,3.5195804,1431,2.4977536
1376302,0,70000,111,4.5301917e+08,0.45819235,77.746681,10097.261,25887.686,185.42673,44342.406,111465.2,1465307.4,2.2948e+10,0.92874694,0.81948507,0.44047618,2.1786244,3.1222591,0.39202353,0.80194992,3.5321679,1431,2.4964159
1376303,0,72000,120,4.8030301e+08,0.40925744,75.615646,7599.7305,24258.439,1257.2373,31341.527,121440.71,1467504.8,2.1212e+10,0.9130252,0.88109231,0.47619048,2.1800752,3.1300387,0.39300033,0.80219352,3.5258741,1431,2.4964399
1376304,0,74000,121,4.8632861e+08,0.37525082,70.14711,5569.7168,27065.1,2533.8774,29112.662,127617.14,1378623,1.8844e+10,0.91377413,0.87594181,0.48015872,2.1801555,3.1309056,0.39310917,0.80222064,3.5251749,1431,2.4965224
1376305,0,76000,123,4.9361277e+08,0.33404985,56.964928,3669.5945,31528.273,3810.5178,33365.652,136267.56,1341681,1.8127999e+10,0.89897376,0.89881402,0.48809522,2.1802683,3.1326406,0.39332703,0.80227488,3.5237763,1431,2.4967349
1376306,0,78000,127,5.086113e+08,0.27597985,21.109804,2503.2263,36019.789,5122.1162,41158.387,152180.58,1367475.5,1.91e+10,0.87801522,0.94064176,0.50396824,2.1803002,3.1361165,0.39376342,0.80238354,3.5209789,1431,2.4973505
1376307,0,80000,133,5.3590294e+08,0.21437487,336.80676,3344.9004,40530.223,6659.6538,52275.059,177239.72,1492984.9,2.2991999e+10,0.83948505,1.0218076,0.51550388,2.1878974,3.1465907,0.39507854,0.80271035,3.5125873,1431,2.4899361
1376308,0,82000,141,5.6311277e+08,0.17774998,318.41501,5499.9199,45053.891,8213.9453,63148.793,199525.25,1758937.6,3.2388e+10,0.77963525,1.0899998,0.28427419,1.9724832,4.1397657,0.51977926,0.83053988,2.9097903,1431,2.3053679
1376309,0,84000,143,5.7119731e+08,0.14536777,304.75549,7456.4844,58348.82,7170.3652,86046.055,222210.17,1908037,3.8676001e+10,0.77120066,1.1039988,0.28830644,1.9743207,4.1427999,0.5201602,0.83061677,2.9083917,1431,2.3034685
1376310,0,86000,142,5.698025e+08,0.14619729,294.89731,9517.7578,60323.949,5170.6699,95690.664,221308.17,2044971.2,4.5924e+10,0.77604634,1.0707285,0.26345083,1.979256,4.2075548,0.52829075,0.83224833,2.8790209,1431,2.2845242
1376311,0,88000,141,5.6285178e+08,0.1454888,287.91153,11614.836,62301.258,3170.9746,96440.688,220489.12,2196243.5,5.3071999e+10,0.78611958,1.0579544,0.26305971,2.1324666,3.9585786,0.49702984,0.82586861,2.9972029,1431,2.2360516
1376312,0,90000,137,5.457223e+08,0.20009132,281.21307,13597.078,64280.477,1171.2792,64246.586,185129.94,2295233,5.9036e+10,0.82277799,1.0185425,0.45973155,2.2289248,3.1991229,0.40167436,0.80433702,3.4713287,1431,2.4386072
1441836,2000,66000,112,4.4193158e+08,0.32218081,85.794983,12152.085,28345.205,237.81746,59627.418,131290.3,1706202.5,3.1320001e+10,0.86180824,0.87128317,0.44268775,2.1800508,3.1239846,0.39224017,0.80200398,3.5307693,1431,2.4950283
1441837,2000,68000,123,4.8654246e+08,0.29030007,89.3144,9871.6943,30174.887,996.62878,54102.617,145124.84,1782297.8,3.0863999e+10,0.87018526,0.90436703,0.48809522,2.1802683,3.1326406,0.39332703,0.80227488,3.5237763,1431,2.4967349
1441838,2000,70000,130,5.1712406e+08,0.22776099,89.292191,6438.876,44203.074,1945.8295,67680.773,168912.83,1841321.8,3.2263999e+10,0.85211688,0.93973833,0.4362416,2.2274928,3.1927986,0.40088031,0.8041423,3.4762237,1431,2.4390035
1441839,2000,72000,134,5.3029597e+08,0.21677035,88.025757,3757.9849,49404.699,2895.0303,64217.863,175333.2,1887742,3.5624002e+10,0.82998544,0.9704808,0.41104296,2.2513461,3.2255921,0.40499777,0.80514908,3.4510489,1431,2.4101818
1441840,2000,74000,137,5.3917562e+08,0.098819166,81.079414,1255.3593,56415.504,4073.4197,140129.5,261848.12,1920277.2,3.9611998e+10,0.82052386,0.99331254,0.42024541,2.2523613,3.2283554,0.40534472,0.80523354,3.448951,1431,2.4095895
1441841,2000,76000,141,5.4953088e+08,0.17559671,282.76273,1351.3198,63431.844,5350.0596,69912.18,198309.16,2026529.9,4.7208002e+10,0.79989868,1.0340806,0.43251532,2.2535367,3.2320468,0.40580824,0.80534631,3.4461539,1431,2.4089751
1441842,2000,78000,145,5.7004742e+08,0.1315053,278.26297,4183.0249,77392.836,6621.4863,98144.188,233393.53,2160702.5,5.7128002e+10,0.78342915,1.0735735,0.44478527,2.2545099,3.2357471,0.4062728,0.80545926,3.4433568,1431,2.4085598
1441843,2000,80000,156,6.1738259e+08,0.093288429,283.7991,7180.4487,91370.578,6934.3555,131621.72,288382.06,2515266,7.4627998e+10,0.72431761,1.2034863,0.32164949,1.9817984,4.1397657,0.51977926,0.83053988,2.9097903,1431,2.3013067
1441844,2000,82000,162,6.4240083e+08,0.091186099,283.16348,10234.013,93367.328,7469.021,135057.45,297538.84,2838833.2,9.4244004e+10,0.6951921,1.247471,0.24324325,2.114651,4.3466744,0.54575825,0.83569103,2.818881,1431,2.1519141
1441845,2000,84000,165,6.5281242e+08,0.088041,280.52188,13161.537,99149.57,7205.27,143344.58,305250.69,3197807.5,1.21496e+11,0.6895048,1.2675861,0.24812031,1.946666,4.6449056,0.58320343,0.8428033,2.7020979,1431,2.2058568
1441846,2000,86000,166,6.5063859e+08,0.08848203,277.57602,16080.883,101146.91,5205.5747,153390.47,303981.59,3558065.8,1.4889601e+11,0.6855787,1.2463961,0.23919308,2.1014328,4.4008174,0.55255634,0.83700871,2.7965035,1431,2.1548667
1441847,2000,88000,161,6.3040077e+08,0.10744246,273.35388,18973.168,103144.36,3205.8794,123686.66,271534.69,3742596.8,1.7204399e+11,0.72236025,1.207845,0.31021196,2.1399496,4.1096692,0.51600045,0.82977468,2.9237761,1431,2.1769533
1441848,2000,90000,163,6.2998746e+08,0.11307575,272.5275,21704.648,105141.91,1206.184,120471.66,264597.75,4206030.5,2.0766001e+11,0.71794289,1.2207791,0.31406552,2.1415381,4.1126595,0.51637584,0.82985091,2.9223776,1431,2.1753123
1507332,4000,-14000,121,4.4653549e+08,0.075837582,85.872513,43685.578,105340.65,735.80463,102066.44,272013.62,5785285.5,3.9121201e+11,0.77438015,1.2704598,0.17460318,2.0410941,4.3234034,0.54283643,0.83512098,2.8286712,1431,2.2184896
1507333,4000,-12000,112,4.0089981e+08,0.07989797,88.355812,46680.637,103342.61,735.80463,103481.28,251104.78,5405566,3.65916e+11,0.89333975,0.97396094,0.20664206,2.0890069,4.0741262,0.51153773,0.82886559,2.9405594,1431,2.2207437
1507334,4000,-10000,109,3.9029981e+08,0.092010915,88.635803,46252.566,101344.69,735.80463,93246.148,230879,5180566,3.4471199e+11,0.94121647,0.80997247,0.20147875,2.0849361,4.0682621,0.51080143,0.82871503,2.9433568,1431,2.2251835
1507335,4000,-8000,109,3.920199e+08,0.093570471,88.564095,44338.695,99346.914,735.80463,92762.57,229450.8,4988589,3.246e+11,0.94121647,0.80997247,0.20147875,2.0849361,4.0682621,0.51080143,0.82871503,2.9433568,1431,2.2251835
1507336,4000,-6000,110,3.9612579e+08,0.094148204,88.439163,42222.008,97349.297,735.80463,92888.219,229940.5,4823672,3.0569601e+11,0.92977482,0.79613674,0.19366197,1.8328327,4.6506376,0.58392316,0.84293664,2.7,1431,2.2726107
1507337,4000,-4000,111,3.9965539e+08,0.094232716,88.309509,40127.676,95351.844,735.80463,92319.797,230859.05,4655861,2.8739201e+11,0.91646194,0.80186838,0.19542253,1.8342639,4.6525517,0.58416343,0.84298116,2.6993008,1431,2.2710731
1507338,4000,-2000,113,4.0432909e+08,0.093747258,88.135849,37955.477,93354.586,735.80463,92119.242,232805.44,4501166,2.69992e+11,0.89048672,0.84391922,0.19859402,1.8374525,4.6583023,0.58488554,0.84311473,2.6972027,1431,2.2672734
1507339,4000,0,116,4.1257203e+08,0.091946751,87.824539,35560.504,91357.531,735.80463,93714.875,237457.91,4366018,2.5359199e+11,0.85307348,0.86251938,0.20315236,1.8410354,4.6698475,0.58633506,0.8433826,2.693007,1431,2.261946
1507340,4000,2000,123,4.4895302e+08,0.067241415,85.311165,31889.562,89360.719,735.80463,137006.31,289658.97,4359581,2.41664e+11,0.76889247,0.88772243,0.14590748,1.624972,5.6219296,0.70587629,0.86395586,2.4062936,1431,2.2576158
1507341,4000,4000,203,7.6255795e+08,0.071138822,52.957035,26453.863,87364.164,735.80463,157168.25,367018.56,7167325,3.5381998e+11,0.51016927,1.1617292,0.22505543,1.6806153,6.1211152,0.7685529,0.87372756,2.2916083,1431,2.1314704
1507342,4000,6000,217,7.9795738e+08,0.066120565,45.708767,25817.766,85833.719,735.80463,168772.97,389427.41,7810780.5,3.8862399e+11,0.49837857,1.2136043,0.23561347,1.6882102,6.23247,0.7825343,0.8758269,2.2685316,1431,2.109225
1507343,4000,8000,249,9.652679e+08,0.048892774,26.629416,30214.227,93321.844,735.80463,270610.5,498088.53,10069454,5.5275199e+11,0.45054412,1.3464921,0.26377118,1.7111725,6.4273453,0.80700237,0.8794356,2.2300699,1431,2.0636065
1507344,4000,10000,189,7.4816218e+08,0.059074033,29.026001,26263.975,89240.914,735.80463,229068.8,398937.16,7657003.5,4.3634e+11,0.48103118,1.15889,0.21477273,1.8195112,5.2292786,0.65657592,0.85580981,2.511888,1431,2.2150111
1507345,4000,12000,117,4.2833398e+08,0.092346139,86.373825,23696.857,79381.32,735.80463,96161.094,241427.55,3614103,1.72596e+11,0.8408488,0.88871866,0.21157324,2.0950298,4.097753,0.51450425,0.82947057,2.9293706,1431,2.2111742
1507346,4000,14000,115,4.1829187e+08,0.095989428,86.719414,22668.684,77386.703,735.80463,94200.664,234009.2,3510831.5,1.6214e+11,0.86620903,0.88272321,0.21062271,2.0928473,4.0844293,0.51283133,0.82912976,2.9356644,1431,2.215595
1507347,4000,16000,111,4.098799e+08,0.097434103,86.892929,21635.742,75392.656,735.80463,92956.898,229920.53,3386843.5,1.52056e+11,0.91678953,0.84879887,0.20366973,2.0874953,4.0770645,0.51190668,0.82894099,2.9391608,1431,2.2213438
1507348,4000,18000,111,4.079064e+08,0.098082423,86.747597,20125.625,73399.281,735.80463,91591.164,228607.03,3310313.2,1.43296e+11,0.91564292,0.88662738,0.20366973,2.0874953,4.0770645,0.51190668,0.82894099,2.9391608,1431,2.2213438
1507349,4000,20000,111,4.0828838e+08,0.098533832,86.47834,18467.281,71406.68,735.80463,90506.531,228189.56,3234344.2,1.3524e+11,0.91564292,0.88662738,0.20366973,2.0874953,4.0770645,0.51190668,0.82894099,2.9391608,1431,2.2213438
1507350,4000,22000,111,4.0981955e+08,0.098319046,86.113541,16758.512,69415,735.80463,91222.641,228866.61,3158936.8,1.27888e+11,0.91498774,0.92088664,0.20366973,2.0874953,4.0770645,0.51190668,0.82894099,2.9391608,1431,2.2213438
