Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
2555931,3164000,802000,300,1.2030171e+09,0.091152467,348.4603,3246.9331,74340.602,8073.5527,218065.42,407245.81,6000850.5,1.9389201e+11,0.65855074,1.2081459,0.28116214,1.4412488,7.8289485,0.9909234,0.90370691,2.0014641,1367,2.1221888
2555932,3164000,804000,315,1.2676518e+09,0.096164301,321.84174,6648.647,75421.023,9871.793,214006,407003.34,6790794.5,2.4199601e+11,0.64019817,1.245389,0.30405405,1.4886432,7.7328534,0.97876042,0.90216392,2.0139093,1367,2.0919638
2555933,3164000,806000,333,1.3162314e+09,0.11698418,310.29584,9524.5625,76729.008,7964.7866,179615.28,376017,7764449.5,2.9826e+11,0.62637937,1.29286,0.32937685,1.5222197,7.6939669,0.97383851,0.90153557,2.0190337,1367,2.0689201
2555934,3164000,808000,335,1.3404279e+09,0.12438097,302.51794,11782.123,78066.32,6117.4644,165858.94,368001.59,7957557.5,3.0906401e+11,0.62239701,1.3102072,0.33102766,1.5230221,7.7105846,0.97594184,0.90180439,2.0168376,1367,2.0665574
2555935,3164000,810000,332,1.3266691e+09,0.12747823,296.63818,13453.768,79326.375,4405.5547,152329.42,361633.16,7989149,3.1159199e+11,0.62646961,1.3018237,0.32806325,1.5207764,7.6939669,0.97383851,0.90153557,2.0190337,1367,2.0700595
2555936,3164000,812000,309,1.2281117e+09,0.14834885,287.83472,15784.577,79446.93,3012.5361,136505.58,322538.66,7460434.5,2.8833998e+11,0.67650151,1.161611,0.32389936,1.5370197,7.2708769,0.92028731,0.89454585,2.078331,1367,2.1040709
2555937,3164000,814000,293,1.1632576e+09,0.16936687,283.60074,17577.34,80820.594,1727.0123,120953.62,293784.34,7221311.5,2.73692e+11,0.70704567,1.0930629,0.32700893,1.5698363,6.9007745,0.87344277,0.88818514,2.1361639,1367,2.1210487
2555938,3164000,816000,280,1.112292e+09,0.17278819,280.69965,19232.768,80975.977,441.48843,119144.11,284418.12,7135994,2.68396e+11,0.72224784,1.0408773,0.3125,1.5594932,6.8434515,0.86618733,0.88717794,2.1456809,1367,2.136024
2555941,3164000,822000,68,2.797575e+08,0.1143233,145.166,2252.667,42570.828,145.46983,98016.211,175359.14,1175197.9,2.5692e+10,0.84108865,0.39440218,0.087968953,1.2506703,5.6517158,0.71534735,0.86468595,2.3872621,1367,2.5774093
2555942,3164000,824000,102,4.1455805e+08,0.2205445,232.23186,6965.7793,36437.746,1643.787,68905.562,153691.38,1925501.6,4.3591999e+10,0.76198798,0.54837006,0.17142858,1.4902177,5.1170578,0.64767474,0.85344762,2.5322108,1367,2.4626298
2555943,3164000,826000,114,4.5414285e+08,0.24774191,243.25896,10803.967,37844.094,211.16496,84602.023,151775.42,2286671.2,5.4092001e+10,0.72007453,0.59425879,0.19063546,1.5078554,5.1564765,0.65266407,0.85430503,2.5204978,1367,2.4406374
2555966,3164000,872000,524,2.0895487e+09,0.31235167,202.38615,28553.123,81820.945,1981.151,90740.438,289940.75,20692726,1.04784e+12,0.79800916,1.1768618,0.67875648,2.1432917,5.7642636,0.72959268,0.86695105,2.3601756,1367,1.9272578
2555967,3164000,874000,550,2.1865375e+09,0.31120974,207.05391,29152.127,82937.102,3970.7441,110774.97,297137.06,21666986,1.099744e+12,0.78619641,1.252556,0.71243525,2.12047,5.8460708,0.73994714,0.86857718,2.3411419,1367,1.9433814
2555968,3164000,876000,537,2.1390912e+09,0.29538029,212.13264,29317.541,84090.938,5962.2998,112385.66,301667.72,21192986,1.086868e+12,0.77388197,1.247682,0.69469601,2.1327147,5.8080268,0.73513186,0.86782306,2.3499267,1367,1.9339519
2555969,3164000,878000,512,2.0409536e+09,0.27679011,217.40482,29498.189,85280.805,4376.5327,122247.44,304401.09,20237202,1.04576e+12,0.75210983,1.2182215,0.66064519,2.1528895,5.7364764,0.72607565,0.86639488,2.3667643,1367,1.9190152
2555970,3164000,880000,464,1.8543756e+09,0.25123051,222.53563,30479.492,86505.086,2405.1665,132893.03,304556.31,18344086,9.5741202e+11,0.73126906,1.1272683,0.59793812,2.1799958,5.595612,0.70824617,0.8635444,2.4011712,1367,1.903015
2555971,3164000,882000,395,1.5777172e+09,0.21827239,227.51721,31532.926,87762.289,422.37823,144079.17,301383.94,15293605,7.95532e+11,0.72059369,0.98597395,0.50382656,2.1938124,5.4227858,0.68637127,0.85997421,2.4458272,1367,1.9005167
2621458,3166000,784000,87,3.3804317e+08,0.22666784,117.58676,18444.26,41305.219,731.71576,78929.328,136897.67,1827486,4.8363999e+10,0.7594226,0.61631572,0.17261904,1.7667713,4.449523,0.56318372,0.83812588,2.762079,1367,2.3679287
2621459,3166000,786000,59,2.3401448e+08,0.23080538,130.08034,17240.691,40040.879,896.13586,63670.648,112876.45,1097722.6,2.7480001e+10,0.73056692,0.49205366,0.13882352,1.7002534,4.216536,0.53369415,0.83237624,2.8594437,1367,2.4816363
2621463,3166000,794000,204,8.1636275e+08,0.19824168,122.50874,14873.711,54925.188,16.465727,120984.8,227483.05,3730615.5,8.2004001e+10,0.85733604,0.85079223,0.27236316,1.5799534,5.9203992,0.74935502,0.87004024,2.3243046,1367,2.2474856
2621464,3166000,796000,253,9.9476749e+08,0.16675739,121.91021,10037.821,52230.09,1792.5426,105052.92,273793.53,4323683.5,9.4232003e+10,0.8019951,1.0667371,0.31704262,1.6141654,6.2741661,0.79413193,0.87682486,2.249634,1367,2.1669877
2621465,3166000,798000,268,1.0596955e+09,0.10384098,121.16337,6385.0137,67967.203,3630.7625,179400.62,358105.59,4704472.5,1.14692e+11,0.74031526,1.1409069,0.2863248,1.591859,6.8918929,0.87231869,0.88802952,2.1376281,1367,2.0967607
2621466,3166000,800000,292,1.1677984e+09,0.087364778,84.424606,1297.8976,71556.352,5575.7358,229910.98,409845.97,5743099,1.7435201e+11,0.67198604,1.1859387,0.26642334,1.401829,7.9510036,1.0063721,0.9056471,1.9860908,1367,2.1437354
2621467,3166000,802000,315,1.2596536e+09,0.095050372,317.69012,3634.2612,72712.461,7549.5181,224357.98,408087.78,6810424,2.33068e+11,0.63200891,1.258449,0.29411766,1.4516089,7.9392157,1.0048801,0.90546066,1.9875549,1367,2.1024218
2621468,3166000,804000,343,1.3218542e+09,0.10149355,307.6373,6973.6841,73906.336,8329.9434,213078.3,404554.91,8064278,2.9911201e+11,0.60191298,1.3639017,0.32885906,1.505594,7.9333348,1.0041357,0.90536755,1.988287,1367,2.0579181
2621469,3166000,806000,341,1.3576762e+09,0.12037724,300.89551,9250.627,75240.656,7533.5459,183550.31,376470.41,8052566.5,3.0118399e+11,0.6111092,1.3307441,0.33695653,1.5273863,7.7440362,0.98017585,0.90234417,2.0124452,1367,2.05967
2621470,3166000,808000,335,1.3467293e+09,0.12455776,293.23535,10571.471,76580.438,5544.353,158610.48,368603.72,7887360,2.9447999e+11,0.62273663,1.3033558,0.33102766,1.5230221,7.7105846,0.97594184,0.90180439,2.0168376,1367,2.0665574
2621471,3166000,810000,327,1.3093706e+09,0.12803042,286.82413,11819.277,76617.477,3567.2671,139366.55,358492.12,7600895.5,2.7609199e+11,0.63300878,1.2820797,0.32312253,1.5169387,7.6664295,0.97035307,0.90108925,2.0226941,1367,2.0759835
2621472,3166000,812000,319,1.2707338e+09,0.12908003,281.92828,13226.954,77849.516,1646.4921,133695.69,351724.56,7368388,2.59392e+11,0.64492023,1.2582595,0.31963927,1.5201037,7.5475698,0.95530879,0.89914924,2.0387995,1367,2.086139
2621473,3166000,814000,280,1.1216934e+09,0.17130816,274.23318,16677.24,77942.039,194.88034,118133.04,286848.78,6798390.5,2.4131201e+11,0.72373271,1.041683,0.31284916,1.5597911,6.8390818,0.8656342,0.88710088,2.1464128,1367,2.1363838
2621478,3166000,824000,68,2.8386813e+08,0.18092395,187.97774,3361.4473,32857.414,319.00552,64346.43,140415.56,1173866.1,2.4924e+10,0.86654961,0.39904189,0.1184669,1.4368049,4.9721456,0.62933296,0.85025316,2.5768669,1367,2.5362091
2621479,3166000,826000,94,3.8576736e+08,0.20852216,229.52319,7316.7188,39276.125,1389.1527,70975.148,152472.52,1808343.5,4.1927999e+10,0.77099061,0.5233798,0.15851602,1.4757515,5.0927258,0.64459497,0.85291594,2.5395315,1367,2.4794786
2621502,3166000,872000,441,1.7630111e+09,0.2736007,197.12772,26068.795,81847.172,1889.2557,98241.523,284560,16613843,8.3532402e+11,0.80029893,1.0160207,0.57124352,2.1885698,5.5177751,0.69839424,0.86194664,2.4209371,1367,1.9018884
2621503,3166000,874000,540,2.1506742e+09,0.30114213,205.04192,30765.301,84595.078,3888.8804,84610.242,299575.62,21838602,1.146928e+12,0.78139216,1.2418246,0.69857699,2.1300671,5.8174915,0.73632979,0.868011,2.3477306,1367,1.935824
2621504,3166000,876000,541,2.1454244e+09,0.28885823,209.91534,30957.93,85723.742,5888.7568,119880.7,305505.59,21850738,1.154052e+12,0.76941878,1.267169,0.69806451,2.1297565,5.8269868,0.73753166,0.86819935,2.3455343,1367,1.9347489
2621505,3166000,878000,521,2.0803551e+09,0.27251646,214.79607,31131.881,86888.203,4507.021,125827.33,309725.75,21048668,1.118164e+12,0.75411189,1.2431886,0.67139173,2.1464665,5.7673678,0.72998559,0.8670131,2.3594437,1367,1.922614
2621506,3166000,880000,484,1.9315803e+09,0.25015533,219.42503,32256.785,88086.828,2508.3694,140545.23,311498.84,19644958,1.052832e+12,0.7315504,1.1854424,0.61734694,2.1705434,5.6786861,0.71876097,0.86523175,2.3806734,1367,1.9033254
2621507,3166000,882000,421,1.6898127e+09,0.22245163,223.15474,34547.922,89318.406,508.97772,146828.42,308962.97,17144152,9.3152798e+11,0.72567582,1.0525359,0.53562343,2.1910572,5.5007715,0.69624203,0.86159545,2.4253294,1367,1.8965003
2686994,3168000,784000,59,2.3377877e+08,0.16661821,121.1356,13676.831,42885.621,1231.271,76949.312,132784.16,1054124.9,2.6268e+10,0.64640564,0.5110662,0.11776447,1.7131796,4.3929458,0.55602264,0.83675063,2.7847731,1367,2.4250033
