Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
5439528,190,964,407,1653.6577,0.17514376,137.84653,25.554548,77.219666,3.4155569,121.55055,344.45334,12815.04,546272,0.76850921,0.9275921,0.26793945,1.6287184,6.226583,0.68240184,0.87342376,2.4601715,3265,2.2986851
5439529,190,966,365,1468.0254,0.18219283,145.68489,22.559381,75.945602,1.6975932,140.78246,318.20432,10865.699,437668,0.7713232,0.84398717,0.27464259,1.7779953,5.6633387,0.62067312,0.86375397,2.6053922,3265,2.2647531
5439533,190,974,280,1122.5121,0.28602672,150.03819,22.987858,60.429398,1.6104642,101.93868,222.07372,7095.4575,227024,0.86108553,0.55248654,0.22950819,1.7121867,5.4611506,0.59851438,0.86010283,2.6648285,3265,2.3555439
5439534,190,976,241,954.70099,0.33908489,166.37021,18.803986,53.653206,3.2022958,83.067207,188.0981,5234.4277,140584,0.90594745,0.47395557,0.21029669,1.6817975,5.3335538,0.58453041,0.85774499,2.7046568,3265,2.4055612
5439535,190,978,160,641.39093,0.54507595,197.7019,15.516418,37.293667,1.3634435,52.557598,121.60119,2865.6064,61000,0.97216982,0.31932148,0.14324082,1.6193485,5.2292323,0.57309729,0.85578483,2.7386642,3265,2.476701
5439537,190,982,166,663.1532,0.28792825,147.35529,19.623686,54.267483,0.36943525,83.274536,170.12563,3556.8921,98108,0.84914201,0.40666518,0.14151748,1.6372491,5.2879353,0.57953084,0.85689151,2.7193627,3265,2.4488177
5439538,190,984,227,900.15302,0.4364548,168.05089,17.444971,42.200417,2.2313135,57.5821,160.98799,4539.4922,112272,0.90604657,0.49340078,0.19773519,1.6739352,5.3220758,0.58327246,0.85753077,2.7083333,3265,2.4137154
5439539,190,986,244,967.89758,0.45685604,181.05386,16.60644,40.615196,4.1342196,55.721943,163.16611,4778.0137,114908,0.91769546,0.51946861,0.21328671,1.6829711,5.3345127,0.5846355,0.85776287,2.7043505,3265,2.4045961
5439540,190,988,247,991.78937,0.46546358,192.55659,16.494404,39.348274,5.0297751,55.77174,163.63335,4827.3394,114880,0.92916626,0.52259892,0.21628721,1.6847671,5.3345127,0.5846355,0.85776287,2.7043505,3265,2.4032803
5439541,190,990,249,996.00201,0.48276877,202.96217,16.950954,36.931664,3.0297859,54.967602,161.01468,4960.6973,119284,0.93260139,0.52935255,0.21861282,1.6850295,5.3335538,0.58453041,0.85774499,2.7046568,3265,2.4034452
5439542,190,992,251,990.04663,0.50411201,212.03477,17.874039,37.533958,1.0297967,57.922474,157.09749,5191.875,128232,0.93415141,0.53721863,0.22056238,1.6858574,5.3345127,0.5846355,0.85776287,2.7043505,3265,2.4026988
5439569,190,1046,381,1512.3492,0.1363114,157.98814,48.002422,120.38701,0.408328,261.47858,373.39191,18840.529,1236748,0.75992543,0.43246368,0.14475684,1.2668236,8.324234,0.91229373,0.90442938,2.0922182,3265,2.3460052
5439570,190,1048,443,1760.334,0.11181803,162.84001,47.891521,122.07498,1.3827637,316.63034,444.78134,21959.066,1486984,0.70283854,0.52942085,0.16389197,1.2013894,8.766881,0.96080565,0.91019511,2.037071,3265,2.3620689
5439571,190,1050,472,1878.7916,0.092431255,166.54512,50.529881,124.23933,1.3827637,368.04568,505.39954,24704.871,1787892,0.68267119,0.56372929,0.17327459,1.2087322,8.8983192,0.97521055,0.91186482,2.0217524,3265,2.3434179
5439572,190,1052,502,2002.6658,0.10392978,169.91769,53.931454,126.92789,1.3827637,354.10852,492.08392,28069.932,2164280,0.66965669,0.59706903,0.18221416,1.2090459,9.0641088,0.99338031,0.9139446,2.0030637,3265,2.3283968
5439573,190,1054,514,2053.8059,0.12906574,173.43475,57.002865,130.19484,1.3827637,318.06351,447.1767,30251.154,2457200,0.65070045,0.61441779,0.18416338,1.1900645,9.201827,1.0084735,0.91565055,1.9880514,3265,2.3337448
5439574,190,1056,496,1993.0908,0.1575243,177.41905,58.832146,134.09738,1.3827637,275.04269,398.74448,30144.768,2550108,0.6348322,0.59013873,0.17707962,1.1710182,9.1790581,1.0059781,0.91536981,1.9905025,3265,2.3529723
5505045,192,926,59,229.42323,0.23041977,73.330963,12.088911,41.697266,0.56204361,65.201149,111.85715,813.04413,16604,0.74167156,0.23856828,0.1059246,1.7831285,3.8505118,0.4219965,0.82651961,3.3612132,3265,2.6924808
5505046,192,928,71,279.79135,0.23422185,72.269623,11.019712,40.695621,0.19020173,69.387215,122.52039,1038.6703,22568,0.70905435,0.2791414,0.12701252,1.7945635,3.8575189,0.42276448,0.82668757,3.3569241,3265,2.6814909
5505047,192,930,152,618.11725,0.19956695,94.512329,25.602682,68.639786,0.16016315,121.81033,197.2859,4460.3257,192524,0.7368421,0.49053836,0.247557,1.8664689,3.9269412,0.43037277,0.82833874,3.3152573,3265,2.6089747
5505048,192,932,172,692.05658,0.17881416,95.037613,23.149952,68.345253,0.57357258,122.33859,220.53362,4984.0312,208524,0.72929418,0.55937546,0.27697262,1.8780842,3.9410217,0.43191597,0.82867086,3.3069854,3265,2.597647
